Recipient Primary Major,Recipient Secondary Majors,Recipient Graduation Date,Recipient Education Level,Recipient Primary College,Recipient Gender,Recipient Ethnicity,Recipient Visa Status,Recipient Veteran Status,Recipient First Generation,Recipient Athlete Status,Recipient Hometown,Recipient Graduation Group Name,Response Primary Major,Response Secondary Majors,Response Education Level,Response Graduation Date,Response Primary College,Response Status,Response Date,Outcome,Employer Name,Employer Industry,Employment Category,Employment Type,Job Function,Job Position,Found through Handshake,Employed During Education,Internship,Continuing Education School,Continuing Education Level,Continuing Education Major,Is Fellowship?,Fellowship Name,Military Branch,Military Rank,Specialization,Still Looking Option,Not Seeking Option,Location,Offer Date,Accept Date,Start Date,Annual Salary,Pay Schedule,Bonus Amount,Other Compensation,Authorized to work in US?,Knowledge Response?,Knowledge Source,How many additional offers did you receive?,In how many different positions will you be employed?,Which of the following best describes your primary position?,Which of the following best describes your view of your primary position?,How related is this position to your degree? ,Which of the following helped you find and/or obtain this position?  (Please select ALL that apply),How many additional organizations did you volunteer with during your time at Belmont?,Did you look for full time employment before deciding to go to graduate school?,Indicate how the university you will be/are attending ranks in regard to your choice:,What type of degree or continue education credit do you plan on earning?,Which of the following best describes this position?,What types of opportunities are you looking for?,How many times did you use the services or resources of your career development office?,How many times did you use the services or resources of your career development office?,"While studying for your degree, did you do any of the following? (Please select ALL that apply)",How likely would you recommend using the services and resources available through your Career Development office to a future student?
Audio Engineering Technology,Honors,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Honors,,Bachelors,5/1/2019,,submitted,2019-11-07 22:07:16 UTC,Working,Southern California Sound Image,"Movies, TV, Music",Organization,Full-Time,,Audio Engineer/Tech,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,Part-time job,
Audio Engineering Technology,Honors,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,Male,,U.S. Citizen,,,,"East Aurora, New York, United States of America",,Honors,,Bachelors,5/1/2019,,submitted,2019-11-11 21:37:38 UTC,Working,"Patti Looney Productions, LLC","Movies, TV, Music",Organization,Full-Time,,Videographer,,,,,,,,,,,,,,"Orchard Park, New York, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Audio Engineering Technology,Honors,5/28/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Honors,,Bachelors,5/1/2019,,submitted,2019-11-20 20:08:09 UTC,Working,Clair Global - Nashville,"Movies, TV, Music",Organization,Full-Time,,Cable Department Technician,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Audio Engineering Technology,Honors,1/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio Engineering Technology,,11/1/2018,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,11/1/2018,,submitted,2018-11-13 22:39:14 UTC,Working,Mind Flight Records,"Movies, TV, Music",Entrepreneur,Full-Time,Entrepreneurship,"Co-Owner, Producer",,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",1/1/2016,1/1/2016,1/1/2016,72000,Annual Salary,0,0,TRUE,,Survey Response,1,3 or more positions,This was the same position as when I was a student,This is a professional position that aligns with my long term career goals,5,"One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,Full-time job,2
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,5/1/2019,,submitted,2019-05-02 22:56:29 UTC,Working,Student Life,Religious Work,Organization,Full-Time,Other,Audio Technician,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/24/2019,3/24/2019,5/14/2019,12600,Annual Salary,0,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,"An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Part-time job,3
Audio Engineering Technology,,1/1/2018,Masters,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Masters,5/1/2018,,submitted,2018-11-12 15:56:18 UTC,Working,Guitar Center,Retail Stores,Organization,Full-Time,Sales,Sales Associate and Cashier,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",9/8/2018,9/9/2018,9/16/2018,18720,Annual Salary,0,0,TRUE,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a transitional or temporary position that I've taken while I seek a job that is more in line with what I'd like to do,2,My personal contacts (family and/or friends),,,,,,,,,Full-time job,1
Audio Engineering Technology,,12/1/2018,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Music Business,Bachelors,12/1/2018,,submitted,2018-12-12 18:07:57 UTC,Working,Nectar Urban Cantina,Restaurants & Food Service,Organization,Full-Time,Hotel / Restaurant / Hospitality,Barista,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",9/1/2017,9/1/2017,,20800,Annual Salary,,,TRUE,,Survey Response,0,2 positions,This was the same position as when I was a student,This is a transitional or temporary position that I've taken while I seek a job that is more in line with what I'd like to do,1,Other: it was on their sign,,,,,,,,,Part-time job,3
Audio Engineering Technology,,5/1/2018,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Music Business,Bachelors,5/1/2019,,submitted,2019-05-02 16:39:18 UTC,Working,Original Masters Recording Studio,"Movies, TV, Music",Temporary/Contract Work Assignment,Full-Time,Other,Audio Engineer,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",4/3/2019,4/6/2019,5/6/2019,24960,Annual Salary,0,0,,,Survey Response,1,2 positions,,This is a professional position that aligns with my short term career goals,5,"One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,Full-time job,5
Audio Engineering Technology,,5/22/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Computer Science,Bachelors,5/1/2019,,submitted,2019-04-24 14:21:27 UTC,Working,Brantley Sound Associates,Performing and Fine Arts,Temporary/Contract Work Assignment,Part-Time,Maintenance/Skilled Laborer,Audio Technician,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",6/30/2018,7/1/2018,7/7/2018,27040,Annual Salary,,,,,Survey Response,1,Only 1 position,This was the same position as when I was a student,This is a transitional or temporary position that I've taken while I seek a job that is more in line with what I'd like to do,5,Having an internship or experiential education experience with this organization during my time at Belmont,,,,,,,,,Part-time job,3
Audio Engineering Technology,,3/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Entrepreneurship,Bachelors,3/1/2019,,submitted,2019-03-21 03:26:52 UTC,Working,Spectrum Sound Inc,"Movies, TV, Music",Temporary/Contract Work Assignment,Full-Time,Maintenance/Skilled Laborer,Shop Worker,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/15/2019,3/15/2019,3/25/2019,29120,Annual Salary,0,,TRUE,,Survey Response,2,3 or more positions,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"One of my professors or my academic advisor, My personal contacts (family and/or friends), A Belmont alumnus, Other: MPAC Crew",,,,,,,,,Part-time job,3
Audio Engineering Technology,,12/31/2018,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Music Business,Bachelors,12/1/2018,,submitted,2018-12-12 16:18:43 UTC,Working,Spectrum Sound Inc,"Movies, TV, Music",Freelancer,Full-Time,Engineering - Civil / Mechanical / Other,Freelance Engineer,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",6/15/2018,6/15/2018,6/15/2018,29120,Annual Salary,0,,TRUE,,Survey Response,0,Only 1 position,This was the same position as when I was a student,This is a professional position that aligns with my short term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, One of my professors or my academic advisor, An event, service, or direct connection supported by Belmont's Career Development Team, A Belmont alumnus",,,,,,,,,Part-time job,5
Audio Engineering Technology,,5/30/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Physics,Bachelors,5/1/2019,,submitted,2019-04-17 15:00:45 UTC,Working,Spectrum Sound Inc,Other Industries,Temporary/Contract Work Assignment,Full-Time,Other,Contractor,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",11/21/2018,11/26/2018,11/26/2018,29120,Annual Salary,0,0,,,Survey Response,0,Only 1 position,This was the same position as when I was a student,This is a professional position that aligns with my short term career goals,4,"One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,Part-time job,3
Audio Engineering Technology,,5/30/2019,Bachelors,College of Entrmnt/Musc Busnes,Female,White/Caucasian,U.S. Citizen,,,,"Nashville, Tennessee, United States",,Audio Engineering Technology,Music Business,Bachelors,5/1/2019,,submitted,2019-06-22 19:48:40 UTC,Working,Viacom,"Movies, TV, Music",Organization,Full-Time,Operations / Production,Production Ambassador,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",6/3/2019,6/4/2019,6/10/2019,31200,Annual Salary,0,,,,Survey Response,0,2 positions,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,3,"An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,"Part-time job, Voluntary work (not for convocation credit)",3
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,"Music Business, pre-Music Business",Bachelors,5/1/2019,,submitted,2019-05-01 13:30:37 UTC,Working,PSAV,Hotels & Accommodation,Organization,Full-Time,Other,Lead Audio/Visual Technician,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",4/22/2019,4/25/2019,5/8/2019,35360,Annual Salary,0,600,,,Survey Response,2,Only 1 position,New position and a new employer / organization since graduation,This is a transitional or temporary position that I've taken while I seek a job that is more in line with what I'd like to do,3,"An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,"Part-time job, Full-time job, Voluntary work (not for convocation credit)",1
Audio Engineering Technology,,3/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Political Science,Bachelors,3/1/2019,,submitted,2019-04-01 03:09:11 UTC,Working,Peter Frampton,"Movies, TV, Music",Freelancer,Full-Time,Other,Assistant Tour Manager,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/8/2019,3/8/2019,5/6/2019,36000,Annual Salary,0,,TRUE,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, My personal contacts (family and/or friends)",,,,,,,,,"Part-time job, Voluntary work (not for convocation credit)",5
Audio Engineering Technology,,5/26/2019,Bachelors,College of Entrmnt/Musc Busnes,,,Student (F-1) Visa,,,,,,Audio Engineering Technology,Music Business,Bachelors,5/1/2019,,submitted,2019-12-19 16:34:49 UTC,Working,PSAV,Hotels & Accommodation,Organization,Full-Time,Customer/Technical Support,Audio-Visual Technician,,,,,,,,,,,,,,"Calgary, Alberta, Canada",11/1/2019,11/3/2019,11/11/2019,38480,Annual Salary,0,0,,,Survey Response,1,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,4,"An online job posting and/or social media site (LinkedIn, Indeed, company websites), My personal contacts (family and/or friends)",,,,,,,,,Voluntary work (not for convocation credit),3
Audio Engineering Technology,,3/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,3/1/2019,,submitted,2019-03-21 03:33:43 UTC,Working,Fellowship of Catholic University Students (FOCUS),Non-Profit - Other,Organization,Full-Time,Other,Missionary,,,,,,,,,,,,,,"Golden, Colorado, United States of America",3/17/2019,3/17/2019,6/2/2019,39120,Annual Salary,0,0,TRUE,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,2,My personal contacts (family and/or friends),,,,,,,,,Voluntary work (not for convocation credit),3
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,5/1/2019,,submitted,2019-05-03 14:14:12 UTC,Working,Sweetwater Sound Inc.,Retail Stores,Organization,Full-Time,Sales,Sales Engineer,,,,,,,,,,,,,,"Fort Wayne, Indiana, United States of America",5/2/2019,5/2/2019,7/1/2019,40000,Annual Salary,0,,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,,4
Audio Engineering Technology,,5/25/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,Computer Science,Bachelors,5/1/2019,,submitted,2019-05-01 21:21:43 UTC,Working,The General,Insurance,Organization,Full-Time,Engineering - Web / Software,Machine Learning Engineer Intern,,,Yes,,,,,,,,,,,"Nashville, Tennessee, United States of America",3/1/2019,3/8/2019,5/13/2019,41600,Annual Salary,0,0,,,Survey Response,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,4,"One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,Part-time job,5
Audio Engineering Technology,,8/29/2018,Bachelors,College of Entrmnt/Musc Busnes,Female,Latino(a),U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,12/1/2018,,submitted,2018-12-13 18:29:58 UTC,Working,Ryman Hospitality Properties,"Movies, TV, Music",Organization,Full-Time,Engineering - Web / Software,Sound ENgineer,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",1/1/2017,1/1/2017,5/1/2017,45760,Annual Salary,0,,TRUE,,Survey Response,2,2 positions,This was the same position as when I was a student,This is a professional position that aligns with my long term career goals,5,My personal contacts (family and/or friends),,,,,,,,,Full-time job,4
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,Male,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,5/1/2019,,submitted,2019-05-01 15:46:10 UTC,Working,Self-employed,"Movies, TV, Music",Entrepreneur,Full-Time,Design / Art,Owner,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",5/1/2018,5/1/2018,5/1/2018,50000,Annual Salary,0,,,,Survey Response,0,Only 1 position,This was the same position as when I was a student,This is a professional position that aligns with my long term career goals,5,"One of my professors or my academic advisor, My personal contacts (family and/or friends)",,,,,,,,,"Full-time job, Voluntary work (not for convocation credit)",2
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Computer Science,Audio Engineering Technology,Bachelors,5/1/2019,,submitted,2019-08-12 14:03:50 UTC,Working,Aloompa,Internet & Software,Organization,Full-Time,Engineering - Web / Software,Full Stack Software Engineer,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",2/11/2019,2/25/2019,5/13/2019,70000,Annual Salary,0,,,,Survey Response,1,Only 1 position,New or better position with the same employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, One of my professors or my academic advisor",,,,,,,,,Part-time job,4
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,5/1/2019,,submitted,2019-05-02 14:26:33 UTC,Working,MooTV,Other Industries,Organization,Full-Time,Engineering - Civil / Mechanical / Other,Led Technician,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",4/1/2019,4/1/2019,4/10/2019,76800,Annual Salary,0,,,,Survey Response,4 or more,2 positions,This was the same position as when I was a student,This is a professional position that aligns with my long term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, My personal contacts (family and/or friends)",,,,,,,,,Full-time job,3
Audio Engineering Technology,,12/1/2018,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,12/1/2018,,submitted,2018-12-14 22:51:17 UTC,Working,MIT Lincoln Laboratory,Research,Organization,Full-Time,Research,Assistant Technical Staff,,,,,,,,,,,,,,"Boston, Massachusetts, United States of America",12/14/2018,12/14/2018,1/14/2019,77000,Annual Salary,0,,TRUE,,Survey Response,1,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my long term career goals,5,"Having an internship or experiential education experience with this organization during my time at Belmont, One of my professors or my academic advisor, An online job posting and/or social media site (LinkedIn, Indeed, company websites)",,,,,,,,,Part-time job,5
Audio Engineering Technology,,8/1/2018,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,8/1/2018,,submitted,2018-08-10 15:03:48 UTC,Continuing Education,,,,,,,,,,Belmont University,Masters,Audio Engineering Technology,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,Yes,First choice,Master of Arts or Science (M.A. or M.S),,,,,Part-time job,5
Audio Engineering Technology,,12/1/2018,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,12/1/2018,,submitted,2018-12-13 18:39:15 UTC,Continuing Education,,,,,,,,,,Belmont University,Doctorate,Audio Engineering (5 Yr) and Science,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,No,First choice,Doctoral Degree (Ph.D.),,,,,Full-time job,5
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering,,Bachelors,5/1/2019,,submitted,2019-11-11 20:25:12 UTC,Continuing Education,,,,,,,,,,Belmont University,Masters,Audio Engineering ,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
Audio Engineering Technology,,5/1/2019,Bachelors,College of Entrmnt/Musc Busnes,,,U.S. Citizen,,,,,,Audio Engineering Technology,,Bachelors,5/1/2019,,submitted,2019-12-02 16:41:54 UTC,Military,,,,,,,,,,,,,,,Army,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,,
